total_rounds_played,cash_spent_this_round,kills_total,deaths_total,assists_total,score,mvps,tick,steamid,name
0,8450,1,0,1,3,0,33,76561198171814417,Faat
0,2700,2,0,0,4,0,33,76561199052717313,Worfy
0,0,0,0,0,0,0,34,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,34,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,34,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,34,76561198274174345,zig
0,0,0,0,0,0,0,34,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,34,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,34,76561198049602148,Moon
0,11500,0,2,0,0,0,34,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,34,76561198171814417,Faat
0,2700,2,0,0,4,0,34,76561199052717313,Worfy
0,0,0,0,0,0,0,35,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,35,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,35,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,35,76561198274174345,zig
0,0,0,0,0,0,0,35,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,35,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,35,76561198049602148,Moon
0,11500,0,2,0,0,0,35,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,35,76561198171814417,Faat
0,2700,2,0,0,4,0,35,76561199052717313,Worfy
0,0,0,0,0,0,0,36,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,36,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,36,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,36,76561198274174345,zig
0,0,0,0,0,0,0,36,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,36,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,36,76561198049602148,Moon
0,11500,0,2,0,0,0,36,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,36,76561198171814417,Faat
0,2700,2,0,0,4,0,36,76561199052717313,Worfy
0,0,0,0,0,0,0,37,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,37,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,37,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,37,76561198274174345,zig
0,0,0,0,0,0,0,37,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,37,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,37,76561198049602148,Moon
0,11500,0,2,0,0,0,37,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,37,76561198171814417,Faat
0,2700,2,0,0,4,0,37,76561199052717313,Worfy
0,0,0,0,0,0,0,38,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,38,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,38,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,38,76561198274174345,zig
0,0,0,0,0,0,0,38,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,38,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,38,76561198049602148,Moon
0,11500,0,2,0,0,0,38,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,38,76561198171814417,Faat
0,2700,2,0,0,4,0,38,76561199052717313,Worfy
0,0,0,0,0,0,0,39,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,39,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,39,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,39,76561198274174345,zig
0,0,0,0,0,0,0,39,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,39,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,39,76561198049602148,Moon
0,11500,0,2,0,0,0,39,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,39,76561198171814417,Faat
0,2700,2,0,0,4,0,39,76561199052717313,Worfy
0,0,0,0,0,0,0,40,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,40,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,40,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,40,76561198274174345,zig
0,0,0,0,0,0,0,40,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,40,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,40,76561198049602148,Moon
0,11500,0,2,0,0,0,40,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,40,76561198171814417,Faat
0,2700,2,0,0,4,0,40,76561199052717313,Worfy
0,0,0,0,0,0,0,41,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,41,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,41,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,41,76561198274174345,zig
0,0,0,0,0,0,0,41,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,41,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,41,76561198049602148,Moon
0,11500,0,2,0,0,0,41,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,41,76561198171814417,Faat
0,2700,2,0,0,4,0,41,76561199052717313,Worfy
0,0,0,0,0,0,0,42,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,42,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,42,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,42,76561198274174345,zig
0,0,0,0,0,0,0,42,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,42,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,42,76561198049602148,Moon
0,11500,0,2,0,0,0,42,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,42,76561198171814417,Faat
0,2700,2,0,0,4,0,42,76561199052717313,Worfy
0,0,0,0,0,0,0,43,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,43,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,43,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,43,76561198274174345,zig
0,0,0,0,0,0,0,43,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,43,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,43,76561198049602148,Moon
0,11500,0,2,0,0,0,43,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,43,76561198171814417,Faat
0,2700,2,0,0,4,0,43,76561199052717313,Worfy
0,0,0,0,0,0,0,44,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,44,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,44,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,44,76561198274174345,zig
0,0,0,0,0,0,0,44,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,44,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,44,76561198049602148,Moon
0,11500,0,2,0,0,0,44,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,44,76561198171814417,Faat
0,2700,2,0,0,4,0,44,76561199052717313,Worfy
0,0,0,0,0,0,0,45,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,45,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,45,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,45,76561198274174345,zig
0,0,0,0,0,0,0,45,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,45,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,45,76561198049602148,Moon
0,11500,0,2,0,0,0,45,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,45,76561198171814417,Faat
0,2700,2,0,0,4,0,45,76561199052717313,Worfy
0,0,0,0,0,0,0,46,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,46,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,46,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,46,76561198274174345,zig
0,0,0,0,0,0,0,46,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,46,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,46,76561198049602148,Moon
0,11500,0,2,0,0,0,46,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,46,76561198171814417,Faat
0,2700,2,0,0,4,0,46,76561199052717313,Worfy
0,0,0,0,0,0,0,47,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,47,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,47,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,47,76561198274174345,zig
0,0,0,0,0,0,0,47,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,47,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,47,76561198049602148,Moon
0,11500,0,2,0,0,0,47,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,47,76561198171814417,Faat
0,2700,2,0,0,4,0,47,76561199052717313,Worfy
0,0,0,0,0,0,0,48,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,48,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,48,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,48,76561198274174345,zig
0,0,0,0,0,0,0,48,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,48,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,48,76561198049602148,Moon
0,11500,0,2,0,0,0,48,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,48,76561198171814417,Faat
0,2700,2,0,0,4,0,48,76561199052717313,Worfy
0,0,0,0,0,0,0,49,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,49,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,49,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,49,76561198274174345,zig
0,0,0,0,0,0,0,49,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,49,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,49,76561198049602148,Moon
0,11500,0,2,0,0,0,49,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,49,76561198171814417,Faat
0,2700,2,0,0,4,0,49,76561199052717313,Worfy
0,0,0,0,0,0,0,50,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,50,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,50,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,50,76561198274174345,zig
0,0,0,0,0,0,0,50,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,50,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,50,76561198049602148,Moon
0,11500,0,2,0,0,0,50,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,50,76561198171814417,Faat
0,2700,2,0,0,4,0,50,76561199052717313,Worfy
0,0,0,0,0,0,0,51,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,51,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,51,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,51,76561198274174345,zig
0,0,0,0,0,0,0,51,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,51,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,51,76561198049602148,Moon
0,11500,0,2,0,0,0,51,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,51,76561198171814417,Faat
0,2700,2,0,0,4,0,51,76561199052717313,Worfy
0,0,0,0,0,0,0,52,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,52,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,52,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,52,76561198274174345,zig
0,0,0,0,0,0,0,52,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,52,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,52,76561198049602148,Moon
0,11500,0,2,0,0,0,52,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,52,76561198171814417,Faat
0,2700,2,0,0,4,0,52,76561199052717313,Worfy
0,0,0,0,0,0,0,53,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,53,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,53,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,53,76561198274174345,zig
0,0,0,0,0,0,0,53,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,53,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,53,76561198049602148,Moon
0,11500,0,2,0,0,0,53,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,53,76561198171814417,Faat
0,2700,2,0,0,4,0,53,76561199052717313,Worfy
0,0,0,0,0,0,0,54,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,54,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,54,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,54,76561198274174345,zig
0,0,0,0,0,0,0,54,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,54,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,54,76561198049602148,Moon
0,11500,0,2,0,0,0,54,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,54,76561198171814417,Faat
0,2700,2,0,0,4,0,54,76561199052717313,Worfy
0,0,0,0,0,0,0,55,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,55,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,55,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,55,76561198274174345,zig
0,0,0,0,0,0,0,55,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,55,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,55,76561198049602148,Moon
0,11500,0,2,0,0,0,55,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,55,76561198171814417,Faat
0,2700,2,0,0,4,0,55,76561199052717313,Worfy
0,0,0,0,0,0,0,56,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,56,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,56,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,56,76561198274174345,zig
0,0,0,0,0,0,0,56,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,56,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,56,76561198049602148,Moon
0,11500,0,2,0,0,0,56,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,56,76561198171814417,Faat
0,2700,2,0,0,4,0,56,76561199052717313,Worfy
0,0,0,0,0,0,0,57,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,57,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,57,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,57,76561198274174345,zig
0,0,0,0,0,0,0,57,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,57,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,57,76561198049602148,Moon
0,11500,0,2,0,0,0,57,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,57,76561198171814417,Faat
0,2700,2,0,0,4,0,57,76561199052717313,Worfy
0,0,0,0,0,0,0,58,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,58,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,58,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,58,76561198274174345,zig
0,0,0,0,0,0,0,58,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,58,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,58,76561198049602148,Moon
0,11500,0,2,0,0,0,58,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,58,76561198171814417,Faat
0,2700,2,0,0,4,0,58,76561199052717313,Worfy
0,0,0,0,0,0,0,59,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,59,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,59,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,59,76561198274174345,zig
0,0,0,0,0,0,0,59,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,59,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,59,76561198049602148,Moon
0,11500,0,2,0,0,0,59,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,59,76561198171814417,Faat
0,2700,2,0,0,4,0,59,76561199052717313,Worfy
0,0,0,0,0,0,0,60,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,60,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,60,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,60,76561198274174345,zig
0,0,0,0,0,0,0,60,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,60,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,60,76561198049602148,Moon
0,11500,0,2,0,0,0,60,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,60,76561198171814417,Faat
0,2700,2,0,0,4,0,60,76561199052717313,Worfy
0,0,0,0,0,0,0,61,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,61,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,61,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,61,76561198274174345,zig
0,0,0,0,0,0,0,61,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,61,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,61,76561198049602148,Moon
0,11500,0,2,0,0,0,61,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,61,76561198171814417,Faat
0,2700,2,0,0,4,0,61,76561199052717313,Worfy
0,0,0,0,0,0,0,62,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,62,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,62,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,62,76561198274174345,zig
0,0,0,0,0,0,0,62,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,62,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,62,76561198049602148,Moon
0,11500,0,2,0,0,0,62,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,62,76561198171814417,Faat
0,2700,2,0,0,4,0,62,76561199052717313,Worfy
0,0,0,0,0,0,0,63,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,63,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,63,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,63,76561198274174345,zig
0,0,0,0,0,0,0,63,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,63,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,63,76561198049602148,Moon
0,11500,0,2,0,0,0,63,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,63,76561198171814417,Faat
0,2700,2,0,0,4,0,63,76561199052717313,Worfy
0,0,0,0,0,0,0,64,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,64,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,64,76561198002613044,frees.tyler
0,3700,2,0,0,4,0,64,76561198274174345,zig
0,0,0,0,0,0,0,64,76561199433997570,Simple Dimple skins.army
0,9500,0,3,0,0,0,64,76561199557907229,shawty#)$@
0,6550,0,0,0,0,0,64,76561198049602148,Moon
0,11500,0,2,0,0,0,64,76561199068251294,prosto bo$$
0,8450,1,0,1,3,0,64,76561198171814417,Faat
0,2700,2,0,0,4,0,64,76561199052717313,Worfy
0,0,0,0,0,0,0,65,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,65,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,65,76561198002613044,frees.tyler
0,0,0,0,0,0,0,65,76561198274174345,zig
0,0,0,0,0,0,0,65,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,65,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,65,76561198049602148,Moon
0,0,0,0,0,0,0,65,76561199068251294,prosto bo$$
0,0,0,0,0,0,0,65,76561198171814417,Faat
0,0,0,0,0,0,0,65,76561199052717313,Worfy
0,0,0,0,0,0,0,67,76561199256543526,Wybaczam.oficjalnie skins.army
0,0,0,0,0,0,0,67,76561199826895670,RME | Пацан
0,0,0,0,0,0,0,67,76561198002613044,frees.tyler
0,0,0,0,0,0,0,67,76561198274174345,zig
0,0,0,0,0,0,0,67,76561199433997570,Simple Dimple skins.army
0,0,0,0,0,0,0,67,76561199557907229,shawty#)$@
0,0,0,0,0,0,0,67,76561198049602148,Moon
